audio_url,description,model_id
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YL8dA-2Lu2hY.wav,Someone is whistling,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YXIooZl1QdM4.wav,Several loud burps,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YAgaiowyYt88.wav,A door pounding and rattling,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y3XcIVh40pTI.wav,A sleeping person snores loudly,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y5t6tSW0yT40.wav,Short spraying that stops near the end,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y3XcIVh40pTI.wav,A sleeping person snores loudly,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YXIooZl1QdM4.wav,Several loud burps,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YL8dA-2Lu2hY.wav,Someone is whistling,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YAgaiowyYt88.wav,A door pounding and rattling,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y3XcIVh40pTI.wav,A sleeping person snores loudly,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YL8dA-2Lu2hY.wav,Someone is whistling,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YEBCH7TPgiPc.wav,An engine revving,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YAgaiowyYt88.wav,A door pounding and rattling,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y-Sz4z0QwEuM.wav,A person burps loudly,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y5t6tSW0yT40.wav,Short spraying that stops near the end,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YL8dA-2Lu2hY.wav,Someone is whistling,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YL8dA-2Lu2hY.wav,Someone is whistling,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y-Sz4z0QwEuM.wav,A person burps loudly,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YkHIe4CfaccQ.wav,A goat bleating,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YXIooZl1QdM4.wav,Several loud burps,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YAgaiowyYt88.wav,A door pounding and rattling,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YL8dA-2Lu2hY.wav,Someone is whistling,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y-Sz4z0QwEuM.wav,A person burps loudly,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YL8dA-2Lu2hY.wav,Someone is whistling,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y3XcIVh40pTI.wav,A sleeping person snores loudly,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y5t6tSW0yT40.wav,Short spraying that stops near the end,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YEBCH7TPgiPc.wav,An engine revving,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y-Sz4z0QwEuM.wav,A person burps loudly,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YXIooZl1QdM4.wav,Several loud burps,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y3XcIVh40pTI.wav,A sleeping person snores loudly,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YEBCH7TPgiPc.wav,An engine revving,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y5t6tSW0yT40.wav,Short spraying that stops near the end,audiobox_large_full
